Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Departamento;Santa Fe;3;2;1;140;10500.0;8050.0;1473.5
Departamento;Narvarte;2;1;0;75;7000.0;2065.0;262.5
Departamento;Coyoacán;2;0;0;70;8750.0;2334.5;448.0
Departamento;Narvarte;2;1;1;103;9100.0;1925.0;525.0
Departamento;Narvarte;3;2;1;132;9800.0;4256.0;700.0
Departamento;Condesa;2;0;0;80;10500.0;2030.0;420.0
Departamento;Bosques de las Lomas;2;0;0;90;7350.0;6300.0;1400.0
Departamento;Narvarte;2;0;0;70;4550.0;2030.0;105.0
Departamento;Del Valle;3;0;1;120;7700.0;2100.0;0.0
Departamento;Santa Fe;2;1;1;90;10325.0;5005.0;700.0
Departamento;Juárez;3;0;0;128;10500.0;2800.0;735.0
Departamento;Las Águilas;4;2;2;230;8400.0;2863.0;1067.5
Departamento;Narvarte;2;1;1;70;7000.0;2100.0;262.5
Departamento;Del Valle;3;0;0;90;10500.0;3500.0;80.5
Departamento;Santa Fe;3;1;1;90;6650.0;4200.0;343.0
Departamento;Condesa;3;1;0;122;9450.0;4907.0;654.5
Departamento;Arboledas;2;1;1;73;4200.0;2558.5;45.5
Departamento;Santa Fe;2;1;1;75;5425.0;2765.0;0.0
Departamento;Narvarte;2;1;0;90;9800.0;2800.0;245.0
Departamento;Santa Fe;2;1;1;85;7700.0;4025.0;892.5
Departamento;Condesa;3;0;1;156;8750.0;3444.0;868.0
Departamento;Santa Fe;1;1;0;73;5250.0;4200.0;829.5
Departamento;Condesa;2;0;0;71;9800.0;2992.5;476.0
Departamento;Condesa;3;0;1;90;8225.0;4329.5;430.5
Departamento;Narvarte;3;2;0;126;7000.0;1925.0;3850.0
Departamento;Santa Fe;2;1;1;75;8050.0;2856.0;784.0
Departamento;Napoles;2;0;0;75;8400.0;3073.0;0.0
Departamento;Santa Fe;3;1;1;70;6300.0;2450.0;210.0
Departamento;Santa Fe;1;1;0;84;7000.0;4550.0;0.0
Departamento;Santa Fe;2;1;1;90;7700.0;4900.0;0.0
Departamento;Coyoacán;3;1;1;100;10500.0;4690.0;560.0
Departamento;Narvarte;3;0;1;75;8050.0;2100.0;525.0
Departamento;Santa Fe;1;1;1;73;4550.0;3552.5;521.5
Departamento;Santa Fe;2;1;1;77;4200.0;4469.5;0.0
Departamento;Santa Fe;2;1;1;70;10500.0;3500.0;1750.0
Departamento;Nativitas;2;1;0;75;4550.0;1715.0;0.0
Departamento;Narvarte;3;1;1;99;6300.0;2485.0;0.0
Departamento;Santa Fe;3;2;1;172;8050.0;5600.0;1575.0
Departamento;Coyoacán;2;1;0;70;10500.0;3150.0;717.5
Departamento;Juárez;2;1;0;71;7700.0;2537.5;381.5
Departamento;Peralvillo;3;1;0;86;3500.0;2345.0;294.0
Departamento;Condesa;2;1;0;80;5250.0;2583.0;805.0
Departamento;Roma;2;1;0;70;9100.0;2450.0;0.0
Departamento;Santa Fe;2;2;1;90;9800.0;3500.0;350.0
Departamento;Santa Fe;3;2;1;120;10150.0;6300.0;0.0
Departamento;Narvarte;3;0;1;110;8750.0;2450.0;525.0
Departamento;Roma;3;0;0;146;10500.0;2975.0;0.0
Departamento;Santa Fe;2;1;1;74;9100.0;4655.0;770.0
Departamento;Condesa;2;0;0;80;7700.0;2380.0;605.5
Departamento;San Miguel Chapultepec;2;1;0;75;5250.0;1610.0;315.0
Departamento;Roma;3;1;1;108;9800.0;4060.0;826.0
Departamento;Narvarte;3;2;1;120;9030.0;3241.0;654.5
Departamento;San Miguel Chapultepec;2;1;0;80;4900.0;2191.0;178.5
Departamento;Santa Fe;3;2;1;172;8050.0;5600.0;1575.0
Departamento;Santa Fe;2;1;2;80;8400.0;4550.0;6300.0
Departamento;Narvarte;3;1;1;81;6125.0;2086.0;311.5
Departamento;Juárez;2;0;1;70;8050.0;2026.5;266.0
Departamento;Santa Fe;2;1;1;78;7350.0;3115.0;490.0
Departamento;Santa Fe;2;1;1;90;9800.0;3850.0;420.0
Departamento;Santa Fe;1;1;0;70;6300.0;3384.5;749.0
Departamento;Santa Fe;3;2;1;140;8050.0;5600.0;1575.0
Departamento;Santa Fe;2;1;1;100;9100.0;5950.0;815.5
Departamento;La Condesa;2;0;0;112;8050.0;2737.0;679.0
Departamento;El Contadero;3;1;1;90;7000.0;1330.0;3493.0
Departamento;San Pedro de los Pinos;2;1;0;72;4550.0;2765.0;0.0
Departamento;San Rafael;2;2;1;88;6300.0;2380.0;350.0
Departamento;Santa Fe;2;1;1;95;9100.0;6300.0;980.0
Departamento;Condesa;2;1;0;127;8750.0;3958.5;882.0
Departamento;La Condesa;3;0;0;92;8750.0;1645.0;0.0
Departamento;San Pedro de los Pinos;3;1;0;84;6300.0;5250.0;0.0
Departamento;Santa Fe;1;1;0;70;9450.0;3150.0;602.0
Departamento;Santa Fe;2;1;1;84;9450.0;4487.0;0.0
Departamento;Condesa;2;0;0;100;8400.0;3290.0;0.0
Departamento;Narvarte;1;0;1;70;4200.0;1050.0;87.5
Departamento;Culhuacán CTM;2;0;0;70;2450.0;1085.0;0.0
Departamento;La Loma;2;0;0;70;7000.0;1505.0;0.0
Departamento;Santa Fe;2;1;1;72;7350.0;4200.0;805.0
Departamento;Roma;2;1;1;90;7000.0;4200.0;437.5
Departamento;San Miguel Chapultepec;2;0;0;71;3850.0;1837.5;73.5
Departamento;Santa Fe;2;1;1;98;10150.0;3780.0;581.0
Departamento;Condesa;3;0;0;125;10150.0;2870.0;469.0
Departamento;Santa Fe;2;1;0;100;8750.0;6002.5;1186.5
Departamento;Roma Norte;3;2;1;110;6650.0;3115.0;301.0
Departamento;Santa Fe;2;1;1;70;5250.0;3955.0;1074.5
Departamento;Condesa;2;0;0;75;9625.0;2800.0;122.5
Departamento;Condesa;2;1;0;70;8750.0;2565.5;455.0
Departamento;Santa Fe;2;1;1;94;10500.0;4200.0;315.0
Departamento;Arboledas;2;0;0;90;3850.0;1120.0;45.5
Departamento;Condesa;2;0;0;80;6300.0;2194.5;0.0
Departamento;Santa Fe;2;1;1;88;9625.0;3885.0;938.0
Departamento;Nativitas;3;1;2;80;5250.0;2275.0;2296.0
Departamento;Del Valle;3;1;0;120;10500.0;3510.5;455.0
Departamento;Narvarte;3;0;0;80;5950.0;1750.0;175.0
Departamento;Santa Fe;2;1;0;85;6300.0;4032.0;822.5
Departamento;Centro Histórico;3;1;0;100;8400.0;2275.0;231.0
Departamento;Narvarte;2;0;0;90;6125.0;2537.5;105.0
Departamento;Narvarte;2;0;0;80;5600.0;2415.0;80.5
Departamento;San Andrés Tetepilco;4;2;1;121;8050.0;2100.0;0.0
Departamento;Condesa;3;1;0;78;8750.0;3262.0;612.5
Departamento;Coyoacán;1;0;0;70;9450.0;2852.5;8102.5
Departamento;Coyoacán;2;0;0;70;7700.0;5376.0;0.0
Departamento;Centro Histórico;1;0;0;96;8750.0;2310.0;350.0
Departamento;Condesa;2;0;0;110;8750.0;3647.0;420.0
Departamento;San Miguel Chapultepec;2;1;0;75;4200.0;2100.0;0.0
Departamento;Nativitas;2;1;0;81;3500.0;1172.5;105.0
Departamento;Santa Fe;2;1;1;84;8750.0;7297.5;927.5
Departamento;El Contadero;2;1;1;100;8750.0;1750.0;0.0
Departamento;San Pedro de los Pinos;2;1;1;75;8750.0;4725.0;0.0
Departamento;Santa Fe;3;1;1;85;7700.0;2390.5;315.0
Departamento;Narvarte;3;1;1;85;7350.0;2205.0;406.0
Departamento;El Contadero;2;1;1;86;6300.0;1417.5;325.5
Departamento;Peralvillo;2;1;0;77;4550.0;1764.0;252.0
Departamento;Peralvillo;2;1;0;70;4550.0;1995.0;70.0
Departamento;Santa Fe;3;1;1;82;7700.0;2905.0;0.0
Departamento;Narvarte;2;1;1;86;4200.0;1869.0;336.0
Departamento;Santa Fe;2;0;1;80;10500.0;4830.0;1050.0
Departamento;Santa Fe;2;1;1;86;9100.0;5173.0;528.5
Departamento;Santa Fe;2;1;1;70;8046.5;2240.0;623.0
Departamento;Santa Fe;2;1;1;90;9800.0;4207.0;931.0
Departamento;Santa Fe;2;1;1;70;9800.0;2450.0;4200.0
Departamento;Narvarte;2;1;1;85;5950.0;2730.0;350.0
Departamento;Narvarte;2;1;0;97;8050.0;2922.5;364.0
Departamento;Santa Fe;3;1;1;105;10500.0;3500.0;476.0
Departamento;Narvarte;2;1;0;86;6650.0;2527.0;521.5
Departamento;Narvarte;3;0;0;84;5950.0;2765.0;6405.0
Departamento;Coyoacán;3;2;0;100;10500.0;5302.5;1277.5
Departamento;Roma;2;1;1;73;10500.0;2621.5;563.5
Departamento;Narvarte;3;0;1;91;9800.0;1575.0;0.0
Departamento;Lomas de Chapultepec;1;1;1;75;10500.0;3388.0;539.0
Departamento;Santa Fe;3;2;1;95;5600.0;4375.0;0.0
Departamento;Condesa;2;0;0;83;9450.0;2096.5;598.5
Departamento;Condesa;2;0;0;80;8750.0;2730.0;787.5
Departamento;Condesa;2;1;1;95;10500.0;4200.0;609.0
Departamento;Santa Fe;3;1;1;80;8750.0;4333.0;679.0
Departamento;Condesa;3;0;0;120;9100.0;4161.5;539.0
Departamento;Santa Fe;2;1;1;70;5250.0;2275.0;525.0
Departamento;San Rafael;2;1;1;77;4900.0;2275.0;367.5
Departamento;Santa Fe;2;1;1;81;5950.0;4025.0;525.0
Departamento;Narvarte;3;1;0;73;6650.0;2233.0;0.0
Departamento;Condesa;3;1;0;101;7700.0;5145.0;770.0
Departamento;Narvarte;2;0;0;71;5670.0;1050.0;0.0
Departamento;Narvarte;2;1;0;90;5250.0;2800.0;273.0
Departamento;Roma Norte;2;0;1;110;4200.0;1050.0;0.0
Departamento;Condesa;2;1;0;72;7875.0;2800.0;140.0
Departamento;Villa de Guadalupe;3;1;1;85;5950.0;1960.0;525.0
Departamento;Santa Fe;3;2;1;180;10500.0;4025.0;0.0
Departamento;Roma;3;0;0;157;9450.0;3395.0;700.0
Departamento;Coyoacán;2;1;0;72;10500.0;2870.0;0.0
Departamento;Santa Fe;3;2;2;210;10500.0;6139.0;1792.0
Departamento;Peralvillo;4;1;2;178;6650.0;3850.0;945.0
Departamento;Condesa;3;0;0;120;9450.0;2800.0;0.0
Departamento;Narvarte;2;0;0;80;4550.0;2992.5;0.0
Departamento;San Ángel;1;1;0;71;8750.0;2975.0;630.0
Departamento;Santa Fe;2;1;1;92;9100.0;4375.0;0.0
Departamento;San Miguel Chapultepec;2;0;0;80;5250.0;1155.0;0.0
Departamento;Santa Fe;2;1;1;90;7875.0;3874.5;773.5
Departamento;Narvarte;3;1;0;100;7700.0;3272.5;0.0
Departamento;Narvarte;3;1;1;120;7700.0;3150.0;5320.0
Departamento;San Miguel Chapultepec;3;1;1;98;4550.0;1851.5;353.5
Departamento;Santa Fe;2;1;1;82;8750.0;4550.0;0.0
Departamento;Santa Fe;2;1;1;83;10500.0;3055.5;686.0
Departamento;Nueva Santa María;2;0;0;89;3675.0;875.0;84.0
Departamento;San Miguel Chapultepec;2;0;1;80;3850.0;2975.0;0.0
Departamento;Vallejo;2;1;1;85;4550.0;1540.0;0.0
Departamento;Condesa;2;0;0;80;9450.0;2415.0;619.5
Departamento;Roma;3;1;0;94;10500.0;5040.0;479.5
Departamento;San Miguel Chapultepec;3;1;0;71;6300.0;2205.0;245.0
Departamento;Santa Fe;3;1;1;72;7350.0;2310.0;385.0
Departamento;Bosques de las Lomas;2;1;1;85;9800.0;3010.0;710.5
Departamento;Centro Histórico;2;0;0;80;4200.0;1788.5;0.0
Departamento;Del Valle;4;0;0;101;8050.0;2684.5;0.0
Departamento;Villa Coapa;3;0;0;85;2975.0;700.0;45.5
Departamento;Narvarte;3;0;1;90;8050.0;2275.0;350.0
Departamento;Ciudad de los Deportes;3;1;2;123;4900.0;2450.0;0.0
Departamento;San Rafael;2;1;0;72;5250.0;1645.0;0.0
Departamento;La Virgen;2;1;0;79;3850.0;1900.5;0.0
Departamento;Santa Fe;2;1;1;99;7000.0;2730.0;647.5
Departamento;Santa Fe;1;1;0;76;7000.0;4550.0;665.0
Departamento;Las Águilas;2;2;1;70;5600.0;1575.0;0.0
Departamento;Narvarte;3;1;1;74;8750.0;3087.0;416.5
Departamento;Santa Fe;2;1;1;95;7700.0;3850.0;938.0
Departamento;Santa Fe;2;1;1;70;5950.0;2205.0;385.0
Departamento;Condesa;3;0;0;103;8750.0;4704.0;574.0
Departamento;Santa Fe;2;1;1;70;9100.0;2800.0;0.0
Departamento;Ciudad de los Deportes;3;0;0;85;4550.0;1295.0;472.5
Departamento;Condesa;2;1;0;70;8750.0;2275.0;0.0
Departamento;Polanco;3;1;0;90;8750.0;4025.0;4900.0
Departamento;Santa Fe;3;2;1;126;9800.0;5250.0;815.5
Departamento;Condesa;2;0;0;111;9100.0;4077.5;0.0
Departamento;Santa Fe;2;1;1;70;5250.0;3374.0;7059.5
Departamento;Nativitas;2;0;0;84;3500.0;2135.0;315.0
Departamento;San Rafael;3;0;0;86;6300.0;1260.0;367.5
Departamento;Condesa;2;0;0;70;7700.0;2100.0;241.5
Departamento;Santa Fe;3;1;1;80;9800.0;4550.0;490.0
Departamento;San Miguel Chapultepec;2;1;0;76;4550.0;1890.0;70.0
Departamento;Santa Fe;2;1;1;72;5250.0;2625.0;1925.0
Departamento;Santa Fe;2;1;1;70;8750.0;3395.0;245.0
Departamento;Santa Fe;2;1;1;75;8400.0;3713.5;756.0
Departamento;Peralvillo;3;1;0;73;4900.0;1925.0;273.0
Departamento;San Jerónimo;2;1;0;85;8400.0;2660.0;500.5
Departamento;Condesa;2;1;0;80;8750.0;2261.0;0.0
Departamento;San Miguel Chapultepec;2;1;1;70;5950.0;1102.5;350.0
Departamento;Condesa;2;1;1;70;7700.0;2100.0;0.0
Departamento;Santa Fe;2;1;1;80;9800.0;3080.0;0.0
Departamento;Santa Fe;1;1;1;78;6650.0;3850.0;630.0
Departamento;San Ángel;2;1;1;86;10500.0;2800.0;717.5
Departamento;Narvarte;2;1;1;75;6650.0;2093.0;0.0
Departamento;Las Águilas;2;0;2;85;6650.0;3913.0;0.0
Departamento;Narvarte;3;1;1;90;7000.0;3430.0;0.0
Departamento;Napoles;2;1;1;82;9100.0;3199.0;448.0
Departamento;Santa Fe;2;1;1;70;9625.0;4550.0;700.0
Departamento;Napoles;2;0;0;75;9450.0;3073.0;0.0
Departamento;Iztacalco;2;0;0;70;2450.0;3.5;0.0
Departamento;Condesa;3;0;1;115;10150.0;6650.0;665.0
Departamento;Santa Fe;3;2;3;105;10500.0;5250.0;945.0
Departamento;Condesa;2;1;0;70;9450.0;3045.0;619.5
Departamento;Lomas de Chapultepec;2;0;0;70;9450.0;3745.0;0.0
Departamento;Santa Fe;2;1;1;80;7000.0;4102.0;262.5
Departamento;Napoles;2;1;1;80;9450.0;2922.5;759.5
Departamento;Polanco;2;1;1;71;7000.0;3339.0;745.5
Departamento;Peralvillo;2;1;1;70;4200.0;2275.0;192.5
Departamento;Narvarte;2;1;1;70;5250.0;2800.0;0.0
Departamento;Santa Fe;3;2;3;120;9800.0;4480.0;1260.0
Departamento;Santa Fe;1;1;0;70;5775.0;3675.0;528.5
Departamento;Condesa;3;0;1;110;10500.0;3500.0;70.0
Departamento;Narvarte;3;1;0;86;6650.0;2362.5;385.0
Departamento;Condesa;2;0;0;81;8330.0;1400.0;0.0
Departamento;Nativitas;2;1;0;81;7700.0;3307.5;329.0
Departamento;Santa Fe;2;1;1;72;9100.0;2789.5;2352.0
Departamento;Santa Fe;2;1;0;80;10500.0;7000.0;770.0
Departamento;Santa Fe;2;1;1;80;7350.0;4077.5;399.0
Departamento;Polanco;2;1;1;80;10500.0;5250.0;560.0
Departamento;Santa Fe;2;2;1;83;8050.0;3440.5;1218.0
Departamento;Polanco;2;2;1;74;10325.0;4980.5;878.5
Departamento;Del Valle;3;0;0;80;7700.0;1155.0;311.5
Departamento;San Miguel Chapultepec;2;1;0;87;5600.0;1760.5;70.0
Departamento;Santa Fe;2;1;1;82;7000.0;4270.0;665.0
Departamento;Santa Fe;2;2;1;86;6650.0;4550.0;402.5
Departamento;Nativitas;2;1;0;91;3150.0;1190.0;0.0
Departamento;Santa Fe;2;1;1;71;6650.0;1715.0;280.0
Departamento;Narvarte;3;1;1;115;8750.0;4200.0;0.0
Departamento;Peralvillo;3;2;1;108;4550.0;2793.0;406.0
Departamento;Santa Fe;2;1;1;89;8050.0;5075.0;717.5
Departamento;Peralvillo;2;1;0;80;3500.0;1330.0;0.0
Departamento;Del Valle;2;1;1;88;8750.0;2929.5;658.0
Departamento;Roma;3;0;0;100;10500.0;3202.5;682.5
Departamento;Santa Fe;2;2;1;105;5250.0;7402.5;0.0
Departamento;Polanco;3;0;1;110;9450.0;5250.0;0.0
Departamento;Santa Fe;3;1;1;96;9800.0;3430.0;315.0
Departamento;Centro Histórico;3;1;1;94;5950.0;3010.0;269.5
Departamento;Narvarte;2;1;0;80;8050.0;2317.0;0.0
Departamento;Polanco;2;1;1;80;10150.0;4725.0;560.0
Departamento;Doctores;2;0;1;70;4550.0;1148.0;0.0
Departamento;Santa Fe;2;1;1;78;7000.0;2975.0;707.0
Departamento;Tlalpan;2;0;0;80;9100.0;1855.0;294.0
Departamento;Iztacalco;2;1;0;70;3500.0;1925.0;0.0
Departamento;Peralvillo;3;1;1;76;5250.0;2450.0;2800.0
Departamento;Santa Fe;2;1;1;70;7000.0;3325.0;280.0
Departamento;Condesa;3;0;0;110;9450.0;3500.0;70.0
Departamento;Napoles;2;0;0;87;9100.0;2520.0;710.5
Departamento;Narvarte;3;1;1;140;9800.0;4410.0;0.0
Departamento;Napoles;3;1;0;97;9800.0;3685.5;654.5
Departamento;Santa Fe;1;1;1;70;7700.0;3325.0;420.0
Departamento;Napoles;2;0;0;75;9450.0;3073.0;0.0
Departamento;Del Valle;2;1;0;80;8050.0;2516.5;325.5
Departamento;Santa Fe;2;1;1;85;8750.0;3773.0;591.5
Departamento;Condesa;3;1;1;100;10500.0;2663.5;332.5
Departamento;Narvarte;3;1;0;77;7350.0;2667.0;318.5
Departamento;Juárez;2;1;0;71;7700.0;2537.5;381.5
Departamento;Narvarte;3;0;0;110;5250.0;2380.0;297.5
Departamento;Santa Fe;2;1;1;70;5950.0;3850.0;0.0
Departamento;Condesa;2;1;1;93;10500.0;3034.5;861.0
Departamento;El Contadero;3;2;1;200;6825.0;1960.0;682.5
Departamento;Napoles;2;0;0;77;10500.0;2205.0;4525.5
Departamento;Bosques de las Lomas;2;1;1;70;9100.0;5439.0;815.5
Departamento;Condesa;2;1;0;80;9800.0;2975.0;420.0
Departamento;La Condesa;2;0;0;90;7350.0;2800.0;458.5
Departamento;Narvarte;2;1;0;75;8050.0;1750.0;0.0
Departamento;Roma;2;0;1;82;9100.0;2905.0;0.0
Departamento;Del Valle;3;0;0;108;9100.0;3150.0;0.0
Departamento;Santa Fe;1;1;0;74;5600.0;3734.5;0.0
Departamento;Santa Fe;2;1;1;70;8400.0;3395.0;269.5
Departamento;Condesa;2;0;0;84;9800.0;2387.0;402.5
Departamento;Santa Fe;2;1;1;74;9800.0;4410.0;756.0
Departamento;Santa Fe;2;1;1;93;9100.0;2800.0;787.5
Departamento;Condesa;2;1;0;74;10325.0;4025.0;479.5
Departamento;Santa Fe;2;1;0;78;8400.0;4200.0;269.5
Departamento;La Florida;3;2;1;154;5950.0;2625.0;878.5
Departamento;San Pedro de los Pinos;2;1;1;91;10500.0;3510.5;1050.0
Departamento;Santa Fe;3;2;1;114;5250.0;4945.5;0.0
Departamento;Santa Fe;2;1;1;90;7350.0;5215.0;4763.5
Departamento;Santa Fe;2;2;1;180;8050.0;5600.0;0.0
Departamento;San Rafael;1;1;1;80;5250.0;2394.0;297.5
Departamento;Condesa;2;1;1;100;10500.0;4550.0;630.0
Departamento;Santa Fe;2;1;1;82;6300.0;2940.0;385.0
Departamento;Santa Fe;2;1;1;70;8750.0;3395.0;245.0
Departamento;Condesa;2;0;0;90;8225.0;3374.0;371.0
Departamento;Santa Fe;3;2;1;80;8225.0;4154.5;612.5
Departamento;Narvarte;2;0;0;75;4900.0;2275.0;238.0
Departamento;Ciudad de los Deportes;2;1;1;79;5250.0;2030.0;273.0
Departamento;Santa Fe;2;1;2;95;7525.0;8568.0;1522.5
Departamento;Condesa;4;0;0;130;10500.0;3650.5;2698.5
Departamento;Narvarte;3;0;1;80;6300.0;2275.0;4025.0
Departamento;Santa Fe;2;1;1;80;7700.0;4200.0;875.0
Departamento;Santa Fe;3;2;1;100;9800.0;5250.0;875.0
Departamento;Santa Fe;2;1;1;75;8575.0;4375.0;679.0
Departamento;Roma;3;1;1;120;8750.0;4200.0;700.0
Departamento;El Contadero;3;1;1;110;9800.0;1925.0;630.0
Departamento;Narvarte;2;1;1;81;5250.0;3080.0;227.5
Departamento;Roma;2;1;1;75;7700.0;4620.0;574.0
Departamento;Santa Fe;3;2;1;95;8050.0;2975.0;672.0
Departamento;Santa Fe;2;1;1;81;9450.0;4574.5;815.5
Departamento;Narvarte;3;0;0;80;6475.0;2065.0;350.0
Departamento;Santa Fe;2;1;1;78;9800.0;3675.0;0.0
Departamento;Narvarte;3;1;0;80;6300.0;2975.0;315.0
Departamento;Narvarte;2;0;0;71;4550.0;2082.5;185.5
Departamento;Santa Fe;3;3;1;84;7700.0;3850.0;6730.5
Departamento;Santa Fe;2;1;1;78;8750.0;4200.0;262.5
Departamento;Condesa;3;0;1;100;10150.0;3115.0;0.0
Departamento;Narvarte;2;0;0;90;5250.0;1680.0;0.0
Departamento;Álvaro Obregón;3;1;1;85;4550.0;1050.0;0.0
Departamento;Santa Fe;2;1;1;101;5250.0;8067.5;1067.5
Departamento;Coyoacán;2;1;1;97;10500.0;2768.5;682.5
Departamento;Del Valle;2;1;0;105;9800.0;2852.5;525.0
Departamento;Santa Fe;2;1;1;85;8050.0;4112.5;728.0
Departamento;Roma;3;0;0;78;9625.0;1435.0;427.0
Departamento;Bosques de las Lomas;2;0;2;82;8750.0;3710.0;0.0
Departamento;Narvarte;2;1;1;75;6300.0;2345.0;175.0
Departamento;Santa Fe;3;1;1;95;7000.0;4900.0;0.0
Departamento;Narvarte;3;1;1;100;5600.0;1120.0;315.0
Departamento;Santa Fe;3;1;1;90;9100.0;4200.0;0.0
Departamento;Zacatenco;4;2;1;144;7700.0;1662.5;350.0
Departamento;Roma;3;1;1;81;9800.0;3080.0;658.0
Departamento;Narvarte;2;2;1;90;7000.0;3850.0;0.0
Departamento;Santa Fe;2;1;2;90;9100.0;4550.0;0.0
Departamento;Del Valle;1;1;0;82;5250.0;3955.0;0.0
Departamento;Polanco;3;1;0;80;10500.0;2205.0;87.5
Departamento;Nueva Santa María;2;0;0;70;3150.0;385.0;0.0
Departamento;La Condesa;2;0;0;85;7000.0;2803.5;360.5
Departamento;Roma;2;0;0;70;8400.0;2100.0;0.0
Departamento;Condesa;2;0;0;79;9450.0;2905.0;472.5
Departamento;Narvarte;2;1;1;75;6300.0;2170.0;525.0
Departamento;Santa Fe;2;1;1;72;8750.0;3500.0;0.0
Departamento;Condesa;2;0;0;72;7700.0;2653.0;0.0
Departamento;San Miguel Chapultepec;2;1;0;75;6300.0;875.0;70.0
Departamento;Santa Fe;3;1;1;97;8050.0;2625.0;0.0
Departamento;Santa Fe;2;2;1;73;9100.0;4550.0;4900.0
Departamento;Narvarte;2;1;1;86;8750.0;2474.5;0.0
Departamento;Narvarte;3;0;0;72;4550.0;1876.0;245.0
Departamento;Iztapalapa;3;1;1;115;7000.0;2030.0;560.0
Departamento;Condesa;2;1;0;95;8750.0;5285.0;696.5
Departamento;La Condesa;2;1;1;70;10500.0;1470.0;161.0
Departamento;Santa Fe;3;1;1;95;8400.0;4200.0;8445.5
Departamento;Narvarte;2;0;0;85;5145.0;1925.0;273.0
Departamento;Roma;3;1;1;130;9100.0;4200.0;455.0
Departamento;Condesa;2;1;1;93;10500.0;3034.5;1008.0
Departamento;San Pedro de los Pinos;2;0;1;70;7000.0;2730.0;374.5
Departamento;La Florida;2;2;1;90;4200.0;1326.5;308.0
Departamento;Condesa;2;0;0;75;8750.0;2674.0;91.0
Departamento;Narvarte;2;1;1;80;9800.0;3325.0;367.5
Departamento;Narvarte;3;1;0;107;7700.0;2100.0;504.0
Departamento;Narvarte;3;0;0;80;8750.0;3150.0;0.0
Departamento;Santa Fe;2;1;1;76;8400.0;4550.0;6650.0
Departamento;Peralvillo;2;1;0;70;4900.0;1400.0;0.0
Departamento;Narvarte;3;0;0;100;6300.0;2695.0;542.5
Departamento;Narvarte;3;1;0;99;6300.0;2352.0;399.0
Departamento;San Miguel Chapultepec;2;2;1;70;9275.0;2177.0;357.0
Departamento;Narvarte;2;1;1;87;9450.0;2450.0;707.0
Departamento;Narvarte;3;1;0;102;5950.0;2191.0;0.0
Departamento;Condesa;2;1;1;70;8400.0;2625.0;465.5
Departamento;Santa Fe;2;1;2;80;4550.0;3815.0;248.5
Departamento;Narvarte;2;0;0;70;6300.0;2765.0;350.0
Departamento;Narvarte;3;2;1;84;8225.0;3325.0;3115.0
Departamento;San Miguel Chapultepec;2;0;0;80;5250.0;1204.0;84.0
Departamento;San Miguel Chapultepec;3;2;0;200;8750.0;5250.0;455.0
Departamento;Napoles;2;0;0;77;8400.0;1785.0;248.5
Departamento;Coyoacán;3;0;0;70;10500.0;1015.0;598.5
Departamento;Santa Fe;2;1;1;80;9800.0;4550.0;476.0
Departamento;Narvarte;3;1;1;79;8400.0;3524.5;0.0
Departamento;Del Valle;3;0;0;89;8750.0;1225.0;0.0
Departamento;Narvarte;2;1;1;90;4900.0;3150.0;630.0
Departamento;Condesa;2;0;0;80;10500.0;2660.0;84.0
Departamento;Santa Fe;1;0;1;80;9100.0;3500.0;0.0
Departamento;San Miguel Chapultepec;3;2;1;140;7000.0;4550.0;507.5
Departamento;Narvarte;3;1;1;112;7700.0;2835.0;0.0
Departamento;Condesa;3;1;0;86;10500.0;3780.0;455.0
Departamento;El Contadero;3;3;1;120;10500.0;2800.0;0.0
Departamento;Santa Fe;2;1;1;70;7350.0;3150.0;560.0
Departamento;San Miguel Chapultepec;2;1;1;70;8050.0;2275.0;490.0
Departamento;Condesa;1;1;0;70;9450.0;2275.0;875.0
Departamento;Napoles;2;1;1;82;10500.0;3675.0;514.5
Departamento;Santa Fe;1;1;1;75;8750.0;3850.0;931.0
Departamento;Santa Fe;3;0;0;91;7700.0;4900.0;3675.0
Departamento;Roma Norte;3;0;0;75;3500.0;1050.0;115.5
Departamento;Roma;3;1;1;90;9800.0;5250.0;630.0
Departamento;Nativitas;3;2;1;105;6650.0;1365.0;420.0
Departamento;Condesa;3;0;0;110;10500.0;4900.0;350.0
Departamento;Narvarte;2;0;0;90;6300.0;2187.5;402.5
Departamento;Narvarte;3;0;0;137;4200.0;3255.0;637.0
Departamento;Álvaro Obregón;3;1;0;70;2975.0;1260.0;0.0
Departamento;Polanco;2;2;2;86;10500.0;5705.0;686.0
Departamento;Narvarte;2;1;0;120;10500.0;2887.5;0.0
Departamento;Nueva Santa María;2;1;0;75;3500.0;1060.5;59.5
Departamento;San Miguel Chapultepec;2;1;0;90;5600.0;1767.5;311.5
Departamento;Santa Fe;1;1;0;70;6650.0;3444.0;980.0
Departamento;San Miguel Chapultepec;2;0;0;70;4200.0;1925.0;70.0
Departamento;Condesa;2;0;0;87;9800.0;2992.5;0.0
Departamento;Condesa;2;0;0;70;9100.0;2058.0;455.0
Departamento;Santa Fe;1;1;1;70;7700.0;4900.0;1214.5
Departamento;El Rosedal;2;1;0;70;4550.0;630.0;0.0
Departamento;San Jerónimo;3;1;0;110;10500.0;4200.0;0.0
Departamento;Roma;2;1;1;81;10500.0;2975.0;700.0
Departamento;Roma Norte;3;1;1;79;7350.0;3150.0;0.0
