Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Departamento;Roma;2;1;1;70;10150.0;2730.0;598.5
Departamento;Santa Fe;2;1;1;70;7350.0;6212.5;486.5
Departamento;Roma;2;1;0;80;7000.0;4567.5;5250.0
Departamento;Santa Fe;2;1;1;75;8750.0;2100.0;654.5
Departamento;Nativitas;2;0;1;70;5775.0;70.0;0.0
Departamento;Condesa;2;1;0;70;10500.0;2663.5;301.0
Departamento;Del Valle;3;0;0;90;9100.0;2555.0;0.0
Departamento;Condesa;3;1;0;91;10150.0;3955.0;749.0
Departamento;Roma;2;0;0;90;7700.0;1785.0;315.0
Departamento;Santa Fe;3;2;1;242;9975.0;8050.0;1323.0
Departamento;Mixcoac;2;1;1;100;4200.0;3150.0;420.0
Departamento;Narvarte;2;1;1;74;4200.0;1750.0;0.0
Departamento;Narvarte;3;0;0;75;5600.0;2380.0;322.0
Departamento;Del Valle;2;1;1;70;5250.0;2534.0;192.5
Departamento;Narvarte;2;1;1;100;9100.0;2275.0;0.0
Departamento;Narvarte;2;0;0;82;5600.0;1295.0;0.0
Departamento;La Virgen;2;0;0;72;3500.0;700.0;45.5
Departamento;Narvarte;2;0;0;75;4200.0;3087.0;245.0
Departamento;Narvarte;3;0;1;153;5600.0;1988.0;448.0
Departamento;Condesa;2;0;0;75;9800.0;3500.0;525.0
Departamento;Narvarte;3;1;1;90;6650.0;3850.0;294.0
Departamento;Condesa;2;0;0;73;9450.0;3902.5;0.0
Departamento;Santa Fe;2;1;2;82;7000.0;2800.0;0.0
Departamento;Santa Fe;2;2;1;80;10500.0;4830.0;1050.0
Departamento;Coyoacán;2;1;0;75;10500.0;2852.5;297.5
Departamento;Narvarte;2;1;1;82;8050.0;3850.0;0.0
Departamento;Condesa;2;1;0;87;10500.0;3500.0;633.5
Departamento;Narvarte;2;1;1;89;7000.0;2117.5;77.0
Departamento;Roma Norte;3;1;1;89;5600.0;2593.5;133.0
Departamento;Santa Fe;3;2;3;120;10500.0;4200.0;1225.0
Departamento;Santa Fe;2;1;1;74;6650.0;4165.0;752.5
Departamento;Narvarte;3;0;0;90;4200.0;2898.0;0.0
Departamento;Roma;3;1;1;130;9275.0;4375.0;770.0
Departamento;Napoles;1;0;0;80;10500.0;2100.0;0.0
Departamento;Condesa;3;0;0;110;9450.0;3325.0;70.0
Departamento;San Miguel Chapultepec;2;1;0;75;7000.0;1750.0;378.0
Departamento;Santa Fe;2;1;1;83;10500.0;5904.5;675.5
Departamento;Santa Fe;3;1;1;92;8050.0;2100.0;532.0
Departamento;Narvarte;3;0;0;115;6300.0;1400.0;588.0
Departamento;Narvarte;3;0;0;96;8750.0;2499.0;3150.0
Departamento;Iztacalco;2;1;0;75;2800.0;1102.5;245.0
Departamento;Narvarte;3;2;0;140;8400.0;3395.0;0.0
Departamento;Polanco;3;1;0;90;8050.0;3720.5;763.0
Departamento;Roma;2;1;0;71;9450.0;2450.0;266.0
Departamento;Santa Fe;3;1;1;107;8750.0;4368.0;1148.0
Departamento;Santa Fe;3;2;1;110;9450.0;4725.0;87.5
Departamento;San Rafael;2;1;0;82;6650.0;2523.5;360.5
Departamento;Condesa;2;0;0;115;8750.0;4592.0;73.5
Departamento;Santa Fe;3;2;3;112;10500.0;5180.0;13300.0
Departamento;Santa Fe;2;1;2;80;8050.0;3430.0;609.0
Departamento;Santa Fe;3;1;1;80;10500.0;4760.0;0.0
Departamento;Narvarte;2;1;0;81;7000.0;3325.0;0.0
Departamento;Narvarte;2;1;1;126;7700.0;3027.5;535.5
Departamento;Roma;2;0;0;70;6650.0;2100.0;70.0
Departamento;Del Valle;3;0;1;127;8400.0;3920.0;0.0
Departamento;Condesa;3;0;0;160;9800.0;4354.0;0.0
Departamento;Nueva Santa María;3;1;0;90;4200.0;2030.0;70.0
Departamento;Condesa;2;0;0;70;9450.0;1960.0;0.0
Departamento;Narvarte;3;2;1;104;7700.0;2842.0;0.0
Departamento;Condesa;3;0;1;94;5950.0;4760.0;696.5
Departamento;San Miguel Chapultepec;2;2;1;91;6300.0;2450.0;280.0
Departamento;San Rafael;2;1;1;100;8750.0;3416.0;801.5
Departamento;Condesa;2;0;0;90;10500.0;2800.0;560.0
Departamento;Narvarte;3;1;1;125;8050.0;3412.5;595.0
Departamento;Narvarte;2;0;1;80;6300.0;2100.0;0.0
Departamento;Santa Fe;2;2;2;85;9800.0;9800.0;1400.0
Departamento;Santa Fe;1;1;1;70;5250.0;5600.0;770.0
Departamento;Condesa;2;0;0;80;10150.0;2660.0;630.0
Departamento;Narvarte;2;0;0;80;4900.0;2975.0;0.0
Departamento;Polanco;3;1;0;95;10150.0;3857.0;0.0
Departamento;Narvarte;3;0;0;91;7350.0;2502.5;276.5
Departamento;Santa Fe;2;1;2;80;10500.0;4900.0;0.0
Departamento;Napoles;2;0;0;83;8400.0;2058.0;388.5
Departamento;Santa Fe;2;1;2;90;9100.0;4900.0;1050.0
Departamento;Narvarte;3;1;0;96;7000.0;3360.0;3668.0
Departamento;Santa Fe;2;1;1;80;8400.0;4200.0;0.0
Departamento;Santa Fe;2;1;1;77;8750.0;2800.0;525.0
Departamento;Peralvillo;2;1;0;73;4550.0;2450.0;2747.5
Departamento;Polanco;3;1;0;84;10500.0;2275.0;528.5
Departamento;Condesa;2;0;0;80;9450.0;2100.0;0.0
Departamento;Santa Fe;3;1;1;72;7700.0;2310.0;385.0
Departamento;Narvarte;2;1;0;76;6300.0;2971.5;367.5
Departamento;Narvarte;3;0;1;111;8050.0;2520.0;0.0
Departamento;Coyoacán;3;0;1;130;8750.0;3958.5;0.0
Departamento;Del Valle;3;1;0;120;10500.0;4130.0;455.0
Departamento;Del Valle;2;0;0;70;7000.0;1855.0;0.0
Departamento;Narvarte;3;1;1;115;6650.0;2740.5;364.0
Departamento;Santa Fe;3;2;1;105;10150.0;6310.5;857.5
Departamento;Condesa;3;1;0;103;7000.0;4200.0;700.0
Departamento;Narvarte;2;1;1;70;6300.0;1995.0;0.0
Departamento;Condesa;3;1;1;138;10500.0;3650.5;857.5
Departamento;Condesa;3;0;0;100;9450.0;3237.5;532.0
Departamento;Narvarte;3;1;1;117;6650.0;2856.0;0.0
Departamento;Narvarte;2;0;0;78;4900.0;2905.0;234.5
Departamento;Narvarte;3;0;0;83;4865.0;2275.0;280.0
Departamento;Arboledas;3;0;0;81;4200.0;945.0;0.0
Departamento;Roma;2;0;0;70;7000.0;2628.5;308.0
Departamento;El Contadero;3;1;0;78;7000.0;1225.0;290.5
Departamento;Condesa;3;0;0;106;7700.0;3108.0;560.0
Departamento;Santa Fe;2;1;1;81;6650.0;4375.0;245.0
Departamento;Roma;2;0;0;76;10500.0;2166.5;0.0
Departamento;Santa Fe;1;1;1;75;7350.0;3650.5;857.5
Departamento;Del Valle;2;1;0;90;9275.0;2100.0;353.5
Departamento;Santa Fe;1;1;1;75;6650.0;3444.0;980.0
Departamento;Santa Fe;3;1;1;70;4900.0;2625.0;462.0
Departamento;Santa Fe;2;1;1;80;7875.0;3818.5;717.5
Departamento;Lomas de Chapultepec;2;1;1;105;9450.0;6650.0;1400.0
Departamento;Santa Fe;1;1;1;70;7000.0;3395.0;595.0
Departamento;Santa Fe;2;1;1;100;8050.0;5873.0;8750.0
Departamento;Condesa;3;0;0;110;10500.0;4550.0;700.0
Departamento;Juárez;2;1;0;81;8050.0;1855.0;462.0
Departamento;Narvarte;2;1;0;79;5600.0;2450.0;283.5
Departamento;Condesa;3;0;0;110;10150.0;4900.0;350.0
Departamento;Arboledas;3;1;1;182;6300.0;4924.5;630.0
Departamento;Nativitas;2;0;0;71;3850.0;1123.5;0.0
Departamento;Santa Fe;1;1;1;75;6300.0;4200.0;700.0
Departamento;Narvarte;2;1;1;98;9800.0;3150.0;385.0
Departamento;Condesa;3;0;1;110;9800.0;1750.0;395.5
Departamento;Iztacalco;3;1;0;96;4900.0;1925.0;175.0
Departamento;Del Valle;3;1;0;120;9800.0;3850.0;0.0
Departamento;San Miguel Chapultepec;2;1;0;72;5250.0;2730.0;266.0
Departamento;Villa de Cortés;2;0;0;80;2450.0;1260.0;0.0
Departamento;Coyoacán;2;1;0;70;10500.0;3325.0;717.5
Departamento;Bosques de las Lomas;1;1;0;75;7350.0;4375.0;1193.5
Departamento;Santa Fe;2;1;1;76;7350.0;4900.0;315.0
Departamento;Coyoacán;2;0;0;80;10500.0;2975.0;525.0
Departamento;Narvarte;2;1;1;78;7696.5;2054.5;0.0
Departamento;Del Valle;3;1;0;96;9450.0;2817.5;0.0
Departamento;Del Valle;2;1;0;81;7350.0;4301.5;0.0
Departamento;Narvarte;2;1;1;74;5250.0;3080.0;0.0
Departamento;Santa Fe;3;1;3;80;9800.0;4550.0;490.0
Departamento;San Pedro de los Pinos;2;0;1;78;10500.0;1995.0;322.0
Departamento;Narvarte;2;1;1;75;6300.0;2450.0;0.0
Departamento;Santa Fe;2;1;1;80;9100.0;4847.5;654.5
Departamento;Roma;2;1;1;86;10150.0;3325.0;0.0
Departamento;Condesa;3;0;1;110;10500.0;4900.0;350.0
Departamento;Santa Fe;2;1;1;100;8400.0;3244.5;0.0
Departamento;Doctores;2;0;0;80;3500.0;1697.5;0.0
Departamento;Condesa;3;0;0;110;9450.0;3500.0;87.5
Departamento;Santa Fe;3;2;1;100;8750.0;5320.0;1225.0
Departamento;Narvarte;3;0;0;92;7000.0;2908.5;0.0
Departamento;Condesa;2;0;0;80;9800.0;1606.5;619.5
Departamento;Narvarte;3;0;1;126;9800.0;2800.0;686.0
Departamento;Santa Fe;1;1;1;70;7525.0;3976.0;910.0
Departamento;Roma;2;1;0;74;10150.0;3325.0;490.0
Departamento;Condesa;2;0;0;75;10150.0;2975.0;525.0
Departamento;Narvarte;2;1;1;119;8750.0;4200.0;0.0
Departamento;Santa Fe;3;2;1;112;10325.0;5015.5;1165.5
Departamento;Roma;2;1;1;74;10500.0;3202.5;297.5
Departamento;Condesa;2;0;0;70;7350.0;2719.5;560.0
Departamento;Roma;3;1;1;110;10500.0;2800.0;350.0
Departamento;La Florida;3;1;1;75;4900.0;2275.0;0.0
Departamento;Narvarte;2;1;1;116;9100.0;2975.0;0.0
Departamento;Narvarte;3;1;0;129;5600.0;2975.0;406.0
Departamento;Narvarte;2;1;1;70;4550.0;4375.0;350.0
Departamento;Narvarte;2;0;0;80;4200.0;2030.0;0.0
Departamento;Narvarte;3;2;1;92;6650.0;3150.0;0.0
Departamento;Roma;3;1;0;112;10500.0;4298.0;570.5
Departamento;Santa Fe;2;0;1;85;8750.0;7000.0;1046.5
Departamento;La Condesa;1;1;0;75;6650.0;2800.0;658.0
Departamento;Santa Fe;3;2;2;100;9800.0;4900.0;735.0
Departamento;Santa Fe;2;1;1;84;7700.0;6076.0;910.0
Departamento;Condesa;2;0;0;82;9975.0;2275.0;525.0
Departamento;Santa Fe;3;1;1;90;6300.0;3255.0;819.0
Departamento;Santa Fe;2;1;0;80;8050.0;3430.0;602.0
Departamento;Roma;3;0;0;85;8750.0;1064.0;0.0
Departamento;San Miguel Chapultepec;2;2;0;145;8750.0;4672.5;696.5
Departamento;Nativitas;3;0;0;73;3150.0;945.0;0.0
Departamento;Narvarte;2;1;0;160;8750.0;4025.0;0.0
Departamento;Condesa;2;1;1;81;8050.0;3790.5;0.0
Departamento;Santa Fe;2;1;1;84;8750.0;5950.0;931.0
Departamento;Santa Fe;2;1;1;90;10500.0;2205.0;0.0
Departamento;Narvarte;3;2;1;110;6650.0;3594.5;0.0
Departamento;Napoles;3;0;1;124;10500.0;3500.0;924.0
Departamento;Napoles;2;0;0;75;9450.0;3073.0;0.0
Departamento;Santa Fe;3;1;1;90;8750.0;4550.0;343.0
Departamento;Santa Fe;3;2;1;86;8750.0;3850.0;941.5
Departamento;Chapultepec;3;2;1;110;8050.0;2156.0;525.0
Departamento;Santa Fe;1;1;0;79;6650.0;7444.5;836.5
Departamento;Peralvillo;3;2;2;152;6650.0;4028.5;6972.0
Departamento;Narvarte;2;1;0;75;5250.0;2233.0;0.0
Departamento;Peralvillo;2;1;0;96;5250.0;1750.0;2849.0
Departamento;Coyoacán;2;0;0;70;10150.0;3150.0;525.0
Departamento;Santa Fe;1;0;1;72;5250.0;3675.0;805.0
Departamento;Narvarte;3;2;1;85;6300.0;2649.5;227.5
Departamento;Iztapalapa;1;0;1;70;5250.0;525.0;0.0
Departamento;Santa Fe;3;2;1;120;10150.0;4480.0;1365.0
Departamento;Bosques de las Lomas;2;1;1;82;10500.0;3500.0;11900.0
Departamento;Condesa;2;0;0;72;7350.0;4375.0;490.0
Departamento;Santa Fe;2;1;1;70;8400.0;3850.0;455.0
Departamento;Chapultepec;2;1;0;70;3150.0;1400.0;0.0
Departamento;San Miguel Chapultepec;2;0;0;77;4900.0;2275.0;1400.0
Departamento;Condesa;2;0;0;110;10500.0;2800.0;556.5
Departamento;Santa Fe;2;1;1;85;6300.0;4539.5;374.5
Departamento;Juárez;2;0;0;70;6125.0;2625.0;280.0
Departamento;Santa Fe;1;1;1;70;7350.0;3976.0;910.0
Departamento;Santa Fe;3;2;1;90;10500.0;4025.0;738.5
Departamento;Del Valle;3;1;0;119;10500.0;3675.0;647.5
Departamento;Juárez;2;1;1;75;8050.0;2537.5;402.5
Departamento;Peralvillo;3;1;1;75;5250.0;2065.0;0.0
Departamento;Condesa;2;0;0;80;9450.0;2170.0;525.0
Departamento;Condesa;2;1;1;70;10500.0;2975.0;420.0
Departamento;Roma;3;2;1;130;10500.0;4235.0;0.0
Departamento;San Miguel Chapultepec;2;0;0;74;5075.0;840.0;77.0
Departamento;Condesa;3;1;1;95;7700.0;4655.0;591.5
Departamento;Del Valle;2;1;1;76;9450.0;3447.5;0.0
Departamento;Santa Fe;2;1;1;72;4900.0;2450.0;199.5
Departamento;Roma;2;1;1;130;10500.0;3325.0;0.0
Departamento;Polanco;2;2;1;74;10325.0;4980.5;882.0
Departamento;Santa Fe;3;2;1;98;10500.0;3850.0;700.0
Departamento;Roma;2;1;1;100;10500.0;2502.5;623.0
Departamento;Narvarte;2;1;0;71;7350.0;2450.0;84.0
Departamento;Nueva Santa María;2;1;1;90;5250.0;2656.5;3850.0
Departamento;Lomas de Chapultepec;1;1;0;70;10500.0;2180.5;423.5
Departamento;Santa Fe;3;1;3;200;10500.0;4550.0;0.0
Departamento;Santa Fe;3;2;1;90;9450.0;5250.0;1155.0
Departamento;San Ángel;2;1;0;86;10465.0;1813.0;843.5
Departamento;El Contadero;3;4;0;100;8050.0;1774.5;399.0
Departamento;Condesa;2;0;0;70;7000.0;3227.0;427.0
Departamento;San Rafael;2;1;1;80;4725.0;2450.0;371.0
Departamento;Santa Fe;3;2;3;105;10500.0;5250.0;945.0
Departamento;Narvarte;3;0;1;88;7350.0;3080.0;0.0
Departamento;Santa Fe;3;2;2;85;9800.0;3335.5;654.5
Departamento;Narvarte;2;0;0;70;4550.0;1725.5;70.0
Departamento;Roma;3;0;1;80;8400.0;2275.0;399.0
Departamento;San Miguel Chapultepec;3;1;0;77;5250.0;2341.5;269.5
Departamento;Juárez;2;0;0;71;7700.0;2625.0;381.5
Departamento;Napoles;2;0;0;75;9100.0;2660.0;479.5
Departamento;Santa Fe;3;2;3;112;4900.0;4900.0;3150.0
Departamento;Condesa;2;0;0;70;8750.0;2152.5;455.0
Departamento;Del Valle;3;1;0;90;7700.0;2240.0;413.0
Departamento;Narvarte;2;0;0;80;6300.0;1050.0;332.5
Departamento;El Contadero;2;0;0;87;4025.0;1995.0;0.0
Departamento;Villa de Guadalupe;3;2;1;75;6650.0;2845.5;290.5
Departamento;Narvarte;2;0;0;72;8750.0;1925.0;315.0
Departamento;San Miguel Chapultepec;4;2;1;78;9100.0;2450.0;0.0
Departamento;Lomas de Chapultepec;1;0;0;86;7000.0;2415.0;630.0
Departamento;Narvarte;3;1;1;110;8750.0;2800.0;0.0
Departamento;Narvarte;2;1;0;70;5775.0;2380.0;0.0
Departamento;Del Valle;3;1;0;130;10500.0;3794.0;647.5
Departamento;Juárez;2;1;1;90;10500.0;2887.5;857.5
Departamento;Condesa;3;1;0;75;10500.0;2450.0;420.0
Departamento;Santa Fe;2;2;1;174;8050.0;5600.0;1575.0
Departamento;Napoles;2;0;0;70;9450.0;3073.0;0.0
Departamento;Santa Fe;1;1;1;78;7700.0;4900.0;1214.5
Departamento;Condesa;2;1;1;70;10500.0;2800.0;70.0
Departamento;Narvarte;3;2;1;99;6300.0;3850.0;0.0
Departamento;Santa Fe;3;1;1;70;7350.0;2800.0;0.0
Departamento;Narvarte;2;0;0;70;5950.0;1715.0;252.0
Departamento;Condesa;2;0;0;75;9800.0;1925.0;245.0
Departamento;Santa Fe;2;1;1;90;9625.0;4550.0;539.0
Departamento;Santa Fe;3;2;1;122;9100.0;5950.0;1029.0
Departamento;Del Valle;3;1;0;124;10150.0;4147.5;0.0
Departamento;Narvarte;3;1;1;129;5530.0;3255.0;406.0
Departamento;Santa Fe;2;1;1;78;4200.0;3846.5;521.5
Departamento;Condesa;2;1;0;75;9065.0;2800.0;0.0
Departamento;Narvarte;3;0;0;72;5600.0;1711.5;84.0
Departamento;Peralvillo;3;1;1;80;3500.0;3377.5;311.5
Departamento;Del Valle;2;1;1;83;10500.0;3167.5;528.5
Departamento;Condesa;3;0;0;99;8050.0;2275.0;248.5
Departamento;Santa Fe;2;1;1;70;4900.0;2275.0;0.0
Departamento;El Contadero;2;1;0;80;7000.0;2100.0;0.0
Departamento;Juárez;2;0;1;75;7350.0;2537.5;0.0
Departamento;Santa Fe;2;2;1;78;9800.0;4550.0;4900.0
Departamento;Narvarte;2;0;0;76;5075.0;1155.0;70.0
Departamento;San Rafael;2;1;0;92;5950.0;2450.0;0.0
Departamento;Santa Fe;2;1;1;77;7000.0;3003.0;490.0
Departamento;Narvarte;3;1;0;70;7000.0;2072.0;308.0
Departamento;Santa Fe;3;1;1;131;9800.0;4900.0;14052.5
Departamento;Narvarte;2;0;0;70;6300.0;1400.0;140.0
Departamento;Roma Norte;3;1;0;90;8050.0;2723.0;227.5
Departamento;Santa Fe;2;1;1;78;5250.0;4021.5;549.5
Departamento;Santa Fe;2;1;1;76;9800.0;3500.0;731.5
Departamento;Santa Fe;2;1;1;90;7000.0;5600.0;700.0
Departamento;Santa Fe;2;1;1;70;6650.0;3300.5;378.0
Departamento;Condesa;3;0;0;79;10500.0;4777.5;598.5
Departamento;La Condesa;2;0;0;77;7000.0;2667.0;315.0
Departamento;La Florida;2;1;0;77;4900.0;1680.0;444.5
Departamento;Polanco;2;1;0;75;10500.0;3377.5;525.0
Departamento;Condesa;3;0;0;116;7350.0;4130.0;826.0
Departamento;Santa Fe;2;1;1;80;9800.0;4536.0;0.0
Departamento;Villa de Cortés;3;0;0;100;4200.0;1400.0;0.0
Departamento;San Rafael;2;1;0;75;5250.0;1995.0;0.0
Departamento;Roma Norte;2;0;0;70;4900.0;2100.0;0.0
Departamento;Santa Fe;3;2;2;115;9800.0;5600.0;899.5
Departamento;Santa Fe;3;2;1;180;8750.0;9450.0;1613.5
Departamento;Narvarte;3;1;1;78;8050.0;2054.5;0.0
Departamento;Santa Fe;3;2;3;120;10150.0;4515.0;350.0
Departamento;Roma;3;0;1;128;9800.0;3724.0;0.0
Departamento;Coyoacán;2;0;0;85;10500.0;4200.0;0.0
Departamento;Condesa;2;1;0;78;8750.0;2957.5;476.0
Departamento;Narvarte;2;1;1;71;8400.0;3010.0;409.5
Departamento;Peralvillo;2;1;1;96;4550.0;1596.0;0.0
Departamento;Del Valle;3;1;0;97;8400.0;3850.0;0.0
Departamento;Santa Fe;2;1;1;72;5600.0;2250.5;210.0
Departamento;Santa Fe;2;1;1;90;9100.0;2800.0;787.5
Departamento;Narvarte;2;1;1;70;7350.0;3552.5;336.0
Departamento;Villa de Cortés;2;1;0;100;4200.0;875.0;0.0
Departamento;Condesa;2;0;0;80;7700.0;3675.0;612.5
Departamento;Santa Fe;1;1;1;70;4900.0;4721.5;1253.0
Departamento;Condesa;3;0;1;95;9450.0;4130.0;0.0
Departamento;Narvarte;2;1;1;70;4200.0;1575.0;332.5
Departamento;Condesa;2;0;1;110;10500.0;2800.0;556.5
Departamento;Condesa;3;0;0;122;9450.0;3083.5;0.0
Departamento;Roma;1;1;1;90;6825.0;2625.0;745.5
Departamento;Santa Fe;2;1;2;77;4900.0;4375.0;2502.5
Departamento;Del Valle;2;1;0;70;7000.0;2100.0;525.0
Departamento;Vallejo;2;1;0;88;3500.0;1907.5;0.0
Departamento;San Jerónimo;2;0;0;71;9450.0;1137.5;514.5
Departamento;Narvarte;2;1;0;70;6475.0;2397.5;343.0
Departamento;Roma;3;1;2;89;10500.0;3353.0;805.0
Departamento;Santa Fe;2;1;0;100;8750.0;4536.0;1039.5
Departamento;Álvaro Obregón;2;0;0;80;3850.0;350.0;0.0
Departamento;Nativitas;2;0;0;71;4550.0;2002.0;175.0
Departamento;Roma Norte;2;1;0;88;3850.0;2425.5;112.0
Departamento;Lindavista Sur;2;1;0;70;2275.0;1120.0;0.0
Departamento;Del Valle;2;1;0;70;6300.0;3552.5;360.5
Departamento;Santa Fe;2;0;1;98;8750.0;5764.5;0.0
Departamento;La Condesa;2;1;0;80;8400.0;2730.0;297.5
Departamento;Barrio Bravo;2;1;0;78;3150.0;1470.0;0.0
Departamento;Santa Fe;4;2;1;131;9800.0;5425.0;805.0
Departamento;Narvarte;2;2;1;185;10500.0;5418.0;784.0
Departamento;Juárez;3;1;2;85;10500.0;4830.0;805.0
Departamento;San Pedro de los Pinos;2;1;0;70;5950.0;2275.0;0.0
Departamento;Santa Fe;2;1;0;75;4025.0;4060.0;0.0
Departamento;San Miguel Chapultepec;1;1;0;72;4200.0;1960.0;290.5
Departamento;San Rafael;2;1;0;74;3150.0;2275.0;0.0
Departamento;Santa Fe;3;1;1;75;7000.0;2450.0;0.0
Departamento;Del Valle;3;0;0;110;9100.0;2849.0;385.0
Departamento;Santa Fe;2;0;0;70;5600.0;4550.0;910.0
Departamento;San Miguel Chapultepec;3;1;1;147;6300.0;2789.5;1057.0
Departamento;Narvarte;2;0;0;80;5950.0;2730.0;77.0
Departamento;Iztapalapa;2;2;1;110;7000.0;2100.0;532.0
Departamento;Condesa;2;2;1;98;9800.0;3958.5;1081.5
Departamento;Del Valle;3;0;0;95;9100.0;2901.5;0.0
Departamento;Del Valle;3;1;0;150;8050.0;5950.0;973.0
Departamento;Narvarte;3;2;1;128;9450.0;3675.0;0.0
Departamento;Lindavista;3;0;0;120;2765.0;630.0;567.0
Departamento;Santa Fe;2;0;1;70;5250.0;3745.0;0.0
Departamento;Santa Fe;2;1;1;70;3850.0;3500.0;0.0
Departamento;Narvarte;3;1;1;91;8050.0;2912.0;430.5
Departamento;Santa Fe;3;2;1;110;10500.0;5600.0;665.0
Departamento;Santa Fe;3;1;1;75;7000.0;2450.0;0.0
Departamento;San Pedro de los Pinos;2;1;0;73;10150.0;3241.0;0.0
Departamento;Santa Fe;3;2;3;120;10150.0;4480.0;1365.0
Departamento;Las Águilas;3;2;1;75;5950.0;2100.0;280.0
Departamento;Roma;2;0;0;70;10356.5;1813.0;0.0
Departamento;Narvarte;2;1;2;88;9800.0;2975.0;420.0
Departamento;Santa Fe;2;2;1;76;9800.0;4725.0;4200.0
Departamento;Del Valle;3;0;0;150;9800.0;4060.0;700.0
Departamento;Santa Fe;2;0;0;79;10325.0;3500.0;605.5
Departamento;Narvarte;2;0;1;90;8225.0;2975.0;350.0
Departamento;Santa Fe;2;2;1;85;7525.0;3115.0;560.0
Departamento;Narvarte;3;1;0;85;8750.0;3167.5;640.5
Departamento;Roma;2;1;0;76;9275.0;2380.0;525.0
Departamento;Peralvillo;3;1;2;100;8050.0;3479.0;0.0
Departamento;Condesa;2;0;0;80;10500.0;2765.0;360.5
Departamento;Narvarte;3;2;1;109;8750.0;2597.0;367.5
Departamento;San Pedro de los Pinos;2;0;0;85;7700.0;2702.0;399.0
Departamento;Narvarte;3;0;0;96;6650.0;1799.0;318.5
Departamento;Condesa;2;1;0;94;10500.0;4718.0;283.5
Departamento;Santa Fe;2;1;1;100;9800.0;5708.5;703.5
Departamento;Condesa;3;0;0;90;10500.0;3220.0;371.0
Departamento;Santa Fe;2;1;1;88;9100.0;4900.0;4200.0
Departamento;Narvarte;3;1;0;92;5600.0;2275.0;73.5
Departamento;El Contadero;2;1;1;92;6650.0;1925.0;532.0
Departamento;Santa Fe;3;1;3;83;9450.0;4375.0;420.0
Departamento;San Miguel Chapultepec;3;1;1;100;7350.0;2800.0;798.0
Departamento;Condesa;2;1;1;93;10500.0;3010.0;1008.0
Departamento;Condesa;2;0;0;71;6650.0;4200.0;546.0
Departamento;Santa Fe;4;2;4;153;10500.0;6443.5;1536.5
Departamento;Lomas de Chapultepec;2;0;0;80;10325.0;3080.0;567.0
Departamento;Condesa;2;0;0;75;7000.0;2275.0;283.5
Departamento;Santa Fe;3;2;1;104;9450.0;4319.0;0.0
Departamento;San Miguel Chapultepec;3;0;0;90;5600.0;1260.0;297.5
Departamento;Santa Fe;2;1;1;70;8750.0;3325.0;350.0
Departamento;Santa Fe;2;1;1;100;8750.0;6135.5;875.0
Departamento;Santa Fe;1;1;0;81;5250.0;7455.0;826.0
Departamento;Narvarte;3;0;1;170;8750.0;5950.0;0.0
Departamento;Santa Fe;2;1;1;94;8750.0;6300.0;94.5
Departamento;Condesa;3;1;0;86;5250.0;4340.0;0.0
Departamento;Del Valle;3;1;0;100;9800.0;4900.0;875.0
Departamento;Del Valle;2;0;0;70;8750.0;2800.0;297.5
Departamento;Narvarte;3;2;0;160;9800.0;2800.0;350.0
Departamento;Santa Fe;2;0;2;73;5600.0;5250.0;350.0
Departamento;Santa Fe;2;1;1;79;9800.0;441.0;630.0
Departamento;Santa Fe;2;1;1;100;8750.0;5712.0;819.0
Departamento;Condesa;2;1;0;79;8750.0;2670.5;595.0
Departamento;Lomas de Chapultepec;2;0;0;75;9800.0;2835.0;0.0
Departamento;Narvarte;2;1;1;100;8750.0;3174.5;490.0
Departamento;Narvarte;3;2;1;100;7350.0;1925.0;332.5
Departamento;Santa Fe;2;1;1;72;8050.0;4200.0;843.5
Departamento;Peralvillo;2;1;1;72;4550.0;1890.0;2100.0
Departamento;Santa Fe;2;1;1;83;7000.0;4900.0;4550.0
Departamento;Del Valle;2;0;0;80;7350.0;2450.0;385.0
Departamento;Centro Histórico;3;0;0;100;3850.0;2173.5;0.0
Departamento;Narvarte;3;2;1;148;9450.0;5250.0;742.0
Departamento;Narvarte;3;1;0;110;6650.0;1795.5;504.0
Departamento;Narvarte;3;1;1;79;5250.0;2520.0;0.0
Departamento;Narvarte;3;1;1;102;5915.0;3395.0;462.0
Departamento;Del Valle;2;0;0;98;7700.0;2831.5;0.0
Departamento;Condesa;4;0;0;170;9800.0;4375.0;1211.0
Departamento;Condesa;2;0;0;77;8750.0;2170.0;420.0
Departamento;Condesa;3;0;0;85;9800.0;3360.0;420.0
Departamento;Santa Fe;4;2;2;110;9800.0;6300.0;770.0
Departamento;Santa Fe;2;1;2;77;5250.0;4200.0;2502.5
Departamento;Santa Fe;2;1;1;90;9100.0;4865.0;0.0
Departamento;Narvarte;4;2;1;153;8750.0;3342.5;861.0
Departamento;Santa Fe;2;1;1;78;9800.0;3850.0;248.5
Departamento;San Rafael;3;0;0;103;6300.0;2030.0;0.0
Departamento;Santa Fe;1;1;1;70;10500.0;4900.0;0.0
Departamento;Ciudad de los Deportes;4;2;3;245;9450.0;4830.0;507.5
Departamento;Santa Fe;2;1;1;90;9100.0;4550.0;682.5
Departamento;Condesa;3;0;0;80;10500.0;3500.0;70.0
Departamento;Mixcoac;1;0;0;76;2800.0;1452.5;49.0
